LBRRY_CD,LBRRY_NM,LBRRY_LA,LBRRY_LO,OPNNG_TIME,CLOSEDON_DC
1500,면암중앙도서관,37.9053026,127.206376,"종합자료실(평일 09:00~22:00 / 주말 09:00~18:00), 어린이자료실(평일/주말 09:00~18:00), 학습실(3~11월 09:00~24:00 / 12~2월 09:00~23:00)","법정공휴일, 근로자의 날"
1501,소흘도서관,37.8296046,127.1375338,"종합자료실(평일 09:00~22:00 / 주말 09:00~18:00), 어린이자료실(평일/주말 09:00~18:00), 학습실(3~11월 09:00~24:00 / 12~2월 09:00~23:00)","근로자의날, 법정공휴일"
1502,일동도서관,37.9549363,127.3154556,"평일 09:00~22:00, 주말 09:00~18:00","근로자의 날, 법정공휴일"
1503,영중꿈나무도서관,38.0056285,127.2453024,"평일 09:00~18:00, 주말 09:00~18:00","매주 일요일, 월요일 / 근로자의날, 법정공휴일"
1504,영북도서관,38.0876825,127.2741705,"종합자료실(평일 09:00~20:00 / 주말 09:00~18:00), 어린이자료실(평일/주말 09:00~18:00), 학습실(평일/주말 09:00~22:00)","매주 월요일 / 근로자의날, 법정공휴일"
1505,가산도서관,37.8484029,127.186356,"종합자료실(평일 09:00~20:00 / 주말 09:00~18:00), 어린이자료실(평일/주말 09:00~18:00), 학습실(평일 09:00~20:00 / 주말 09:00~18:00)","매주 월요일 / 근로자의날, 법정공휴일"
2200,통영시립도서관,34.8618204,128.424713,"평일(화~금) 09:00~22:00(아동·유아자료실은 21:00까지), 주말(토,일) 09:00~18:00",매주 월요일 / 법정공휴일
2201,꿈이랑도서관,34.8028677,128.393474,"평일(화~금) 09:00~22:00, 주말(토,일) 09:00~18:00",매주 월요일 / 법정공휴일
2202,통영시립욕지도서관,34.6367834,128.263369,09:00~18:00,매주 월요일 / 법정공휴일
2203,통영시립충무도서관,34.8732994,128.420478,"평일(월~목) 09:00~22:00(아동&middot;유아자료실은 21:00까지), 주말(토,일) 09:00~18:00",매주 금요일 / 법정공휴일
1700,원주시립중앙도서관,37.3263503,127.9533323,"[자료실] 09:00~18:00 (종합자료실, 어린이자료실은 평일 09:00~22:00 연장), [열람실] 07:00~22:00","매월 마지막주 월요일(그외 월요일은 자료실만 휴관) / 법정공휴일, 관장이 특별히 지정 공고하는 날"
1703,원주시립미리내도서관,37.3536617,127.9431874,"일반자료실 평일 09:00~22:00, 주말 09:00~18:00 / 어린이자료실 평일,주말 09:00~18:00",매주 금요일 / 법정공휴일
1800,포항시립대잠도서관,36.0191816,129.3432983,09:00~18:00,"매월 첫째주, 셋째주 월요일 / 일요일을 제외한 법정공휴일, 법정공휴일과 겹친 일요일"
1802,포항시립영암도서관,36.0127761,129.357763,9시~18시(열람실 포함),"매월 둘째주, 넷째주 월요일 / 일요일을 제외한 법정공휴일, 법정공휴일과 겹친 일요일"
1803,포항시립포은중앙도서관,36.0437354,129.3673931,09:00~22:00(주말 ~18:00),"매월 첫번째, 세번째 월요일 / 일요일을 제외한 공휴일(단, 공휴일과 겹친 일요일 휴관)"
1804,포항시립포은오천도서관,35.9686415,129.416446,09:00 ~ 18:00,"매월 첫째주, 셋째주 월요일 / 토요일, 일요일을 제외한 법정공휴일"
1805,포항시립동해석곡도서관,35.9908951,129.437424,-,"매월 둘째, 넷째 월요일 / 토요일, 일요일을 제외한 법정공휴일"
1808,해도동 바다섬작은도서관,36.0194979,129.370468,평일 10:00 ~ 17:00,"매주 월요일, 일요일 / 법정공휴일"
1809,양학동 부학작은도서관,36.02547,129.35056,-,"매주 월요일, 일요일 / 법정공휴일"
1810,신광면 비학산작은도서관,36.1298718,129.261625,-,"매주 월요일, 일요일 / 법정공휴일"
1811,두호동 두무치작은도서관,36.0574535,129.374743,-,"매주 월요일, 일요일 / 법정공휴일"
1812,청림동 푸른숲작은도서관,35.9926071,129.410481,-,"매주 월요일, 일요일 / 법정공휴일"
1813,효곡동 행복작은도서관,36.0061655,129.332913,10:00~18:00(12:00~13:00점심시간),"매주 월요일, 일요일 / 법정공휴일"
1814,오천읍 해와달작은도서관,35.96402,129.4016,-,"매주 월요일, 일요일 / 법정공휴일"
1815,장량동 참사랑작은도서관,36.0825892,129.3775857,-,"매주 월요일, 일요일 / 법정공휴일"
1816,상대동 큰섬마을작은도서관,36.0233368,129.364019,-,"매주 월요일, 일요일 / 법정공휴일"
1817,연일읍 미르작은도서관,36.00766,129.32019,-,"매주 토요일, 일요일 / 법정공휴일"
1818,대송면 큰솔작은도서관,35.97817,129.36225,-,"매주 월요일, 일요일 / 법정공휴일"
1819,죽도동 청암작은도서관,36.03312,129.36951,-,"매주 토요일, 일요일 / 법정공휴일"
1820,효곡동 그린숲작은도서관,36.0297139,129.32309,-,"매주 월요일, 일요일 / 법정공휴일"
1821,송도동 솔향작은도서관,36.0389457,129.376003,-,"매주 월요일, 일요일 / 법정공휴일"
1822,오천읍 그루터기작은도서관,35.96289,129.4115,-,"매주 월요일, 일요일 / 법정공휴일"
1823,환여동 해맞이꿈터작은도서관,36.0699147,129.39142,-,"매주 월요일, 일요일 / 법정공휴일"
1824,기계면 버드내작은도서관,36.0704002,129.20648,-,"매주 월요일, 일요일 / 법정공휴일"
1825,환여동 환호어린이작은도서관,36.0677253,129.393047,-,"매주 월요일, 일요일 / 법정공휴일"
1826,청림동 찬내작은도서관,35.99286,129.40438,-,"매주 월요일, 일요일 / 법정공휴일"
1827,죽도동 맑은물작은도서관,36.03302,129.36473,-,"매주 월요일, 일요일 / 법정공휴일"
1828,구룡포 미르아라작은도서관,35.9911577,129.552533,-,매주 일요일 / 법정공휴일
1829,근로종합복지회관작은도서관,35.9772867,129.379979,-,-
1830,청하면 해아작은도서관,36.2014522,129.340444,화~토 09:00 ~ 18:00,"매주 월요일, 일요일 / 법정공휴일"
1831,장량동 다솜작은도서관,36.092047,129.382772,-,"매주 월요일, 일요일 / 법정공휴일"
1832,장량동 햇살작은도서관,36.08476,129.40569,-,"매주 월요일, 일요일 / 법정공휴일"
1833,효곡동 열린작은도서관,36.00493,129.34348,-,"매주 월요일, 일요일 / 법정공휴일"
1835,두호동 책이랑바다랑작은도서관,36.06095,129.38005,-,"매주 토요일, 일요일 / 법정공휴일"
1836,흥해읍 내맏이작은도서관,36.08053,129.32993,-,"매주 월요일, 일요일 / 법정공휴일"
1837,흥해읍 어리골작은도서관,36.07046,129.33377,-,"매주 월요일, 일요일 / 법정공휴일"
1838,용흥동 솔개재작은도서관,36.0431083,129.352425,-,"매주 월요일, 일요일 / 법정공휴일"
1839,죽장면 참느리작은도서관,36.241684,129.215431,-,"매주 토요일, 일요일 / 법정공휴일"
1840,장량동 해뜰참작은도서관,36.0749668,129.381851,-,"매주 월요일, 일요일 / 법정공휴일"
1841,포항시립어린이영어도서관,36.006965,129.35568,-,"일요일(매월 첫번째, 세번째 일요일은 개관), 매월 첫번째, 세번째 월요일"
1842,장량동 꿈마루작은도서관,36.0894166,129.395131,-,"매주 월요일, 일요일 / 법정공휴일"
1843,흥해읍 참새미작은도서관,36.0761422,129.339163,-,"매주 월요일, 일요일 / 법정공휴일"
1844,장량동 바람숲작은도서관,36.0847418,129.403442,-,"매주 월요일, 일요일 / 법정공휴일"
1405,부평구립청천도서관,37.5059306,126.714393,"평일(화~금) 1층 어린이자료실 09:00~18:00 , 2층 종합자료실 09:00~22:00 / 주말(토~일) 09:00~18:00",매주 월요일 / 법정공휴일
1403,부평구립갈산도서관,37.517625,126.727425,09:00-18:00,매주 월요일 / 법정공휴일
1404,부평구립삼산도서관,37.5222385,126.743041,"[1층 어린이자료실] 평일·주말 : 09:00 ~ 18:00 / [2층 영어멀티자료실, 3층 종합자료실] 평일(화~금) 09:00 ~ 22:00 | 주말(토~일) 09:00 ~ 18:00",매주 월요일 / 일요일을 제외한 국가지정 공휴일 (일요일과 공휴일이 겹치는 경우 휴관)
1402,부평구립부개어린이도서관,37.4855358,126.737013,9:00~18:00,매주 월요일 / 법정공휴일
1401,부평기적의도서관,37.503443,126.740173,09:00~18:00 (목요일은 오후 8시까지 개관),매주 월요일/ 법정공휴일(일요일 제외)
1400,부평구립부개도서관,37.4910257,126.7394883,"평일(화~금) 1층 어린이자료실 09:00~18:00, 2층 종합자료실 09:00~22:00 / 주말(토~일) 09:00~18:00","매주 월요일 / 국가 지정 공휴일(토,일요일과 겹치는 경우 휴관), 근로자의 날(5월 1일) 휴관"
1300,인천 서구 석남도서관,37.5117615,126.6782612,"(평일) 꿈터 09:00~20:00, 자람터/열림터/정보나눔터 09:00~22:00, 자유열람실 06:00~22:00 (주말) 꿈터 09:00~18:00, 자람터/열림터/정보나눔터 09:00~18:00, 자유열람실 06:00~22:00","매주 월요일 / 법정공휴일, 특별한 사유로 구청장의 승인을 득한 경우"
1301,인천 서구 검단도서관,37.6004027,126.666328,"(평일) 꿈터 09:00~20:00, 자람터/열림터/정보나눔터 09:00~22:00, 자유열람실 06:00~22:00 (주말) 꿈터 09:00~18:00, 자람터/열림터/정보나눔터 09:00~18:00, 자유열람실 06:00~22:00","매주 월요일 / 법정공휴일, 특별한 사유로 구청장의 승인을 득한 경우"
1303,인천 서구 심곡도서관,37.5424302,126.6731937,"(평일) 꿈터/자람터 09:00~22:00, 열림터/정보나눔터 09:00~22:00, ABC 놀이터 09:00~22:00 (주말) 꿈터/자람터 09:00~18:00, 열림터/정보나눔터 09:00~18:00, ABC 놀이터 09:00~18:00","매주 월요일 / 법정공휴일 , 특별한 사유로 구청장의 승인을 득한 경우"
1305,인천 서구 신석도서관,37.5116268,126.6682828,"(평일) 꿈터/자람터 09:00~20:00, 열림터/정보나눔터 09:00~22:00 (주말) 꿈터/자람터 09:00~18:00, 열림터/정보나눔터 09:00~18:00","매주 월요일 / 법정공휴일, 특별한 사유로 구청장의 승인을 득한 경우"
100,성북정보도서관,37.6048486,127.050425,09:00~22:00,"매월 첫째주, 셋째주 월요일 / 일요일을 제외한 법정공휴일(단, 일요일이 공휴일일 경우 휴관), 도서관 사정에 의한 임시휴관일"
101,해오름도서관,37.5941774,127.010608,"09~18시(평일, 주말 동일)",매주 월요일 / 주말을 제외한 법정공휴일 등
102,아리랑도서관,37.5998987,127.013975,"평일(월~금) 09:00~22:00, 주말(토~일) 09:00~18:00","매월 둘째주, 넷째주 월요일 / 일요일을 제외한 법정공휴일, 관장이 필요하다고 인정하는 날"
103,서경로꿈마루도서관,37.6114625,127.013862,-,"매주 월요일 / 일요일을 제외한 법정공휴일(단 일요일이 공휴일인 경우 휴관), 도서관 업무상 필요하여 관장이 지정한 날"
104,석관동미리내도서관,37.613522,127.06546,09:00~18:00(수요일:09:00~21:00),"매주 월요일 / 일요일을 제외한 법정공휴일(단 일요일이 공휴일인 경우 휴관), 기타 도서관장이 필요하다고 인정하는 경우"
105,정릉도서관,37.6047207,127.010585,"평일 및 주말 09:00~18:00, 수요일 09:00~21:00",매주 월요일 / 법정공휴일
106,달빛마루도서관,37.604481,127.031316,"09:00~18:00, 매주 수요일 09:00~21:00","매주 월요일 / 법정공휴일, 도서관 업무상 필요하여 관장이 지정한 날"
107,청수도서관,37.6117293,127.010749,09:00~18:00,"매주 월요일 / 일요일을 제외한 법정공휴일, 도서관 사정에 의해 관장이 따로 정한 날"
108,종암동새날도서관,37.5990302,127.035098,09:00~18:00,"매주 월요일 / 일요일을 제외한 법정공휴일, 관장이 필요하다고 인정하는 날"
300,의왕시중앙도서관,37.3422301,126.969448,"(평일) 어린이책마루 09:00~18:00, 문헌디지털정보실 09:00~22:00 / (주말) 09:00~18:00",매주 월요일 / 법정공휴일
301,의왕시내손도서관,37.387659,126.982053,자료실 평일 오전9시~ 오후10시(유아자료실 오후6시). 주말 오전9시 ~ 오후 6시 / 열람실 오전7시 ~ 오후23시,매주 금요일 / 법정공휴일
302,의왕시글로벌도서관,37.3576815,126.970498,(평일)09:00~20:00 / (주말)09:00~18:00,"매주 금요일 / 일요일을 제외한 정부지정 공휴일(단, 일요일이 정부지정 공휴일과 중복되는 경우에는 휴관) / 기타 관장이 필요하다고 인정할 경우"
303,오전빛고운도서관,37.3535029,126.971653,09:00~18:00,"매주 토요일, 일요일 / 법정공휴일"
304,부곡글고운도서관,37.3184983,126.956818,09:00~18:00,"매주 월요일, 일요일 / 법정공휴일"
305,내손책고운도서관,37.37826,126.97563,09:00~18:00,"매주 월요일, 일요일 / 법정공휴일"
306,청계참고운도서관,37.3885035,126.995965,09:00~18:00,"매주 금요일, 토요일 / 법정공휴일"
400,오산시 중앙도서관,37.15388,127.076939,-,"매월 첫째주, 셋째주 월요일 / 신정, 설 연휴, 추석 연휴, 설 추석 연휴와 이어지는 토요일, 일요일, 특별한 사유로 필요하다고 인정하는 날"
401,오산시 청학도서관,37.1550825,127.063967,평일 09:00~20:00 / 주말 09:00~18:00,"매월 둘째주, 넷째주 월요일 / 신정, 설 연휴, 추석 연휴, 설 추석 연휴와 이어지는 토요일, 일요일, 특별한 사유로 필요하다고 인정하는 날"
402,오산시 햇살마루도서관,37.1384499,127.071734,2007.7.18,"매월 첫째주, 셋째주 월요일 / 신정, 설 연휴, 추석 연휴, 설 추석 연휴와 이어지는 토요일, 일요일, 특별한 사유로 필요하다고 인정하는 날"
403,오산시 양산도서관,37.1943263,127.032212,평일 09:00~20:00 / 주말 09:00~18:00,"매월 둘째주, 넷째주 월요일 / 신정, 설 연휴, 추석 연휴, 설 추석 연휴와 이어지는 토요일, 일요일, 특별한 사유로 필요하다고 인정하는 날"
404,오산시 초평도서관,37.1427084,127.046599,-,"매월 첫째주, 셋째주 월요일 / 신정, 설 연휴, 추석 연휴, 설 추석 연휴와 이어지는 토요일, 일요일, 특별한 사유로 필요하다고 인정하는 날"
406,오산시 꿈두레도서관,37.1817029,127.045268,평일 09:00 ~ 22:00 / 주말 09:00~18:00,"매월 첫째주, 셋째주 월요일 / 신정, 설 연휴, 추석 연휴, 설 추석 연휴와 이어지는 토요일, 일요일, 특별한 사유로 필요하다고 인정하는 날"
600,전라남도립도서관,34.8049913,126.461486,"월~금 09:00~22:00, 토 09:00~20:00 일요일 09:00~18:00 (일부실 연장운영중)","매월 첫째, 셋째 수요일 / 관공서의 공휴일, 기타 임시 휴관일"
702,광주광역시립사직도서관,35.1395202,126.9139332,"종합자료실 09:00~22:00(주말 17:00), 어린이실 09:00~18:00(주말 17:00), 열람실 07:00~22:00","매월 첫째주, 셋째주 월요일 / 관공서 공휴일, 도서관 사정으로 관장이 지정한 날"
704,광주광역시립무등도서관,35.1765283,126.9253482,"종합자료실 09:00~22:00(주말 17:00), 어린이실 09:00~18:00(주말 17:00), 열람실 07:00~22:00","매월 둘째주, 넷째주 월요일 / 관공서 공휴일, 도서관 사정으로 관장이 지정한 날"
706,광주광역시립산수도서관,35.1543981,126.9284698,"종합자료실 09:00~22:00(주말 17:00), 어린이실 09:00~18:00(주말 17:00), 열람실 07:00~22:00","매월 첫째주, 셋째주 월요일 / 관공서 공휴일, 도서관 사정으로 관장이 지정한 날"
1200,동대문구정보화도서관,37.5900642,127.047331,평일 9:00 ~ 22:00   주말 9:00 ~ 18:00 (※1층 어린이유아자료실은 평일/주말 9:00 ~ 18:00),매주 월요일 / 일요일을 제외한 법정공휴일
1201,장안어린이도서관,37.571256,127.073198,-,"매주 금요일 / 법정공휴일, 도서관 사정에 의한 임시 휴관일"
1202,용두어린이영어도서관,37.5761063,127.030293,-,"매주 금요일 / 법정공휴일, 도서관 사정에 의한 임시 휴관일"
1203,이문체육문화센터 어린이도서관,37.6022638,127.068711,-,매주 일요일 / 법정공휴일
1204,이문어린이도서관,37.5988988,127.053846,-,매주 월요일 / 법정공휴일
1205,동대문구답십리도서관,37.573203,127.050405,평일 : 9:00 ~ 22:00  주말 : 9:00 ~ 18:00,"매주 금요일 / 법정공휴일, 도서관 사정에 의한 임시 휴관일"
1206,전곡마을 작은도서관,37.5792838,127.063177,-,"법정공휴일, 도서관 사정에 의한 임시 휴관일"
1207,장안 가온누리 작은도서관,37.5810232,127.046915,-,"법정공휴일, 도서관 사정에 의한 임시 휴관일"
1208,동대문구 장안 벚꽃길 작은도서관,37.576349,127.076761,-,"법정공휴일, 도서관 사정에 의한 임시 휴관일"
1209,휘경어린이도서관,37.5886815,127.060597,09:00~18:00,"매주 월요일 / 법정공휴일, 도서관 필요에 의해 관장이 정하는 날"
2600,양산시립 중앙도서관,35.3252568,128.996509,"월~목 09:00~22:00, 토~일 09:00~18:00 / 학습실 : 월~목 09:00~22:00, 토~일 09:00~22:00, 금 09:00~18:00(매월 마지막 금요일 휴관)",매월 마지막 금요일 / 법정공휴일
2665,양산시립 윤현진도서관,35.3477893,129.0439266,"평일 09:00~22:00, 주말 09:00~18:00",매주 월요일 / 법정공휴일
2635,양산시립 웅상도서관,35.3894429,129.15527,"화~금 09:00~22:00, 토~일 09:00~18:00(단, 3층 자유열람실 22:00)",매주 월요일(열람실은 매일 개관하나 매월 마지막주 월요일 전체 휴관) / 법정공휴일
2636,양산시립 영어도서관,35.4144861,129.164018,화~일 09:00~18:00,매주 월요일 / 법정공휴일
4900,파주시립중앙도서관,37.7499775,126.7706867,"9:00~22:00(커뮤니티실, 3~4층 자료실), 9:00~20:00(스토리&), 9:00~18:00(어린이실, 디지털기록관) / 주말 9:00~18:00","매월 첫째주, 셋째주 월요일, 다섯째주 월요일 / 법정공휴일"
4903,파주시립금촌도서관,37.7585597,126.780114,평일 9:00~20:00 / 주말 9:00~18:00,매주 금요일 / 법정공휴일
4904,파주시립문산도서관,37.8532474,126.783437,"평일 9:00~22:00(학술정보실), 9:00~20:00(종합자료실) / 주말 9:00~18:00","매월 첫째주, 셋째주 월요일, 다섯째주 월요일 / 법정공휴일"
4905,파주시립법원도서관,37.8474969,126.886213,평일 9:00~20:00 / 주말 9:00~18:00,매주 월요일 / 법정공휴일
4906,파주시립적성도서관,37.9541763,126.917375,"평일 9:00~20:00(종합자료실), 9:00~18:00(어린이실) / 주말 9:00~18:00",매주 금요일 / 법정공휴일
4907,파주시립조리도서관,37.747529,126.806657,평일/주말 9:00~18:00,매주 월요일 / 법정공휴일
4908,파주시립행복어린이도서관,37.8567287,126.79098,화요일~토요일 9:00~18:00,"매주 월요일, 일요일 / 법정공휴일"
4909,파주시립해솔도서관,37.7266026,126.748162,"평일 9:00~22:00(가족자료실), 9:00~18:00(어린이자료실) / 주말 9:00~18:00",매주 금요일 / 법정공휴일
4910,파주시립한빛도서관,37.7119174,126.749405,"평일 9:00~22:00(종합자료실), 9:00~18:00(어린이책나라, 다목적실) / 주말 9:00~18:00",매주 월요일 / 법정공휴일
4912,파주시립금촌3동솔빛도서관,37.7714418,126.778564,평일/주말 9:00~18:00,매주 월요일 / 법정공휴일
4913,파주시립물푸레도서관,37.7340185,126.720118,평일/주말 9:00~18:00,매주 월요일 / 법정공휴일
4914,파주시립가람도서관,37.7305536,126.763913,"평일 9:00~22:00(종합자료실), 9:00~18:00(어린이자료실) / 주말 9:00~18:00",매주 월요일 / 법정공휴일
4915,파주시립교하도서관,37.7234851,126.712431,"평일 9:00~22:00(문헌정보실1,2), 9:00~18:00(안내데스크, 어린이실, 청소년실, 멀티미디어실, 브라우징룸) / 주말 9:00~18:00 / 교하아트센터 10:00~17:00",매주 금요일 / 법정공휴일
2500,전주시립완산도서관,35.8094167,127.147738,리모델링을 위한 휴관으로 운영하지 않음,2023. 2. 20 ~ 2024. 8월경
2501,전주시립아중도서관,35.8262181,127.162659,"자료실 : 월 휴무 / 일반자료실 화-금 9시-22시, 어린이&middot;유아자료실 화-금 9-18시, 토&middot;일 9-18시 / 열람실 : 8-22시","매주 월요일 / 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일"
2502,전주시립건지도서관,35.8541298,127.151551,"어린이 자료실,일반자료실: 평일,토&middot;일 9시~18시 / 열람실: 8시~22시","매주 금요일 / 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일엔 전체휴무"
2503,전주시립평화도서관,35.7914868,127.134854,종합자료실 09:00~22:00 / 어린이책놀이터 : 09:00~20:00 / 열람실 08:00~22:00,"매주 월요일 / 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일"
2504,전주시립삼천도서관,35.7989436,127.121693,"어린이 자료실: 평일 9시~20시,토&middot;일 9시~18시 / 일반자료실: 평일 9시~22시,토&middot;일 9시~18시 / 열람실: 8시~22시","매주 금요일 / 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일엔 전체휴무"
2505,전주시립서신도서관,35.8310167,127.11525,"[종합자료실] 월-목 09:00-22:00, 주말 09:00-18:00 [어린이자료실,영어자료실] 월-목 09:00-20:00, 주말 09:00-18:00 [열람실] 08:00-22:00","매주 금요일 / 법정공휴일, 열람실은 신정, 설날 추석 당일"
2506,전주시립송천도서관,35.8693071,127.128237,"일반자료실: 화~금 9~22시 / 어린이자료실: 화~금 9~20시 / 주말(토,일) 9시~18시 / 열람실: 8시~22시","매주 월요일 / 법정공휴일, 열람실: 신정, 설날, 추석 당일 휴실"
2507,전주시립금암도서관,35.8364087,127.139964,"2층 일반자료실 - 화~금 09:00~22:00 / 1층 어린이자료실 - 화~금 09:00~20:00 / 주말(1,2층 전체) 09:00~18:00 / 월요일 및 법정 공휴일 휴관",매주 월요일 / 법정 공휴일
2508,전주시립인후도서관,35.8395057,127.1634,"어린이자료실: 평일 9시~20시,토&middot;일 9시~18시 / 일반자료실: 평일 9시~22시,토&middot;일 9시~18시",매주 금요일 / 법정공휴일
30100,대림도서관,37.5082195,126.9040594,"평일: 09:00~22:00, 주말: 09:00~17:00",매주 월요일 / 법정공휴일
2509,전주시립쪽구름도서관,35.8715131,127.07571,리모델링을 위한 휴관으로 운영하지 않음,2023.6.1.~2024.8월 중(예정)
500,완주군립중앙도서관,35.9048726,127.160787,-,매주 월요일 / 법정공휴일
501,완주군립삼례도서관,35.9204022,127.093254,"동절기(11월~2월) 08시~22시, 하절기(3월~10월) 08시~22시",매주 일요일 / 법정공휴일
502,완주군립고산도서관,35.9764763,127.20535,-,매주 일요일 / 법정공휴일
503,완주군립둔산영어도서관,35.9609204,127.125344,-,매주 일요일 / 법정공휴일
4600,서울도서관,37.5663245,126.977752,"화~금 09:00~21:00 / 토,일 09:00~18:00",매주 월요일 / 공휴일
4400,서초구립반포도서관,37.502493,127.012451,(평일) 09:00-22:00(어린이자료실은 09:00-18:00) (주말) 09:00-18:00,"매주 월요일 / 법정공휴일, 도서관장이 필요하다고 인정한 경우"
4403,서초1동 작은도서관,37.4901402,127.019511,-,"매주 토요일, 일요일 / 법정공휴일"
4404,서이도서관,37.4920737,127.024938,(평일) 09:00~21:00 (주말) 09:00~18:00,"매주 월요일 / 법정공휴일, 임시공휴일"
4405,서초3동 작은도서관,37.4856424,127.011525,-,"매주 토요일, 일요일 / 법정공휴일"
4406,서초4동 작은도서관,37.502619,127.02221,-,"매주 토요일, 일요일 / 법정공휴일"
4407,잠원도서관,37.5149648,127.013968,(평일) 09:00-21:00 (주말) 09:00-18:00,"매주 월요일 / 법정공휴일, 임시공휴일"
4408,반포본동 작은도서관,37.5004844,126.986094,-,주민센터 임시청사 이전으로 인한 휴관 (2022년 6월~미정)
4409,반포1동 작은도서관,37.505094,127.013378,-,"매주 토요일, 일요일 / 법정공휴일"
4410,반포2동 작은도서관,37.5045966,126.994483,-,"매주 토요일, 일요일 / 법정공휴일"
4411,반포3동작은도서관,37.5119319,127.005989,-,"매주 토요일, 일요일 / 법정공휴일"
4412,반포4동 작은도서관,37.4974793,127.000311,-,"매주 토요일, 일요일 / 법정공휴일"
4413,방배본동 작은도서관,37.4941548,126.988822,-,"매주 토요일, 일요일 / 법정공휴일"
4414,방배1동 작은도서관,37.4834079,126.994533,-,"매주 토요일, 일요일 / 법정공휴일"
4415,방배2동 책사랑방,37.4797439,126.98551,-,"매주 토요일, 일요일 / 법정공휴일"
4416,방배도서관,37.4803209,126.999037,"화-금(09:00-21:00)/토,일(09:00-18:00)","매주 월요일 / 법정공휴일, 임시공휴일"
4417,방배4동 작은도서관,37.4889423,126.992251,월~금 09:00~18:00,"매주 토요일, 일요일 / 법정공휴일"
4418,양재1동 작은도서관,37.4716481,127.026721,-,"매주 토요일, 일요일 / 법정공휴일"
4419,양재2동 작은도서관,37.4762901,127.043128,-,"매주 토요일, 일요일 / 법정공휴일"
4701,서울특별시교육청강동도서관,37.5385252,127.143756,07:00-22:00,"매월 첫째주, 셋째주 목요일 / 일요일을 제외한 법정공휴일, 기타 관장이 필요하다고 인정하는 날"
4702,서울특별시교육청강서도서관,37.5478818,126.859926,하절기(3월-10월) 07:00~22:00 동절기(11-2월) 08:00~22:00,"매월 첫째주, 셋째주 금요일 / 일요일을 제외한 법정공휴일, 휴관이 필요하다고 관장이 지정하는 날"
4703,서울특별시교육청개포도서관,37.4829604,127.063769,"하(동)절기: 07(08)～22시, 자료실 평일(문헌정보실:9시～20시, 어린이실/디지털실:9시～18시) / 주말(9시～17시)","매월 둘째주, 넷째주 목요일 / 일요일을 제외한 법정공휴일, 기타 도서관 필요에 의해 정하는 날"
4704,서울특별시교육청고덕평생학습관,37.5561464,127.157984,"07:00~22:00(3월~10월),08:00~22:00(11월~2월)","매월 둘째주, 넷째주 월요일 / 일요일을 제외한 법정공휴일, 평생학습관 사정으로 인한 임시휴관일"
4705,서울특별시교육청고척도서관,37.5053516,126.853254,"평일 : 09:00~20:00, 주말 : 09:00~17:00 (장시간 개관 자료실 기준)","매월 둘째주, 넷째주 수요일 / 일요일을 제외한 법정공휴일, 기타 도서관장이 정하는 임시휴관일"
4706,서울특별시교육청구로도서관,37.4985419,126.891674,07(08):00-22(22):00,"매월 첫째주, 셋째주 수요일 / 일요일을 제외한 법정공휴일, 휴관이 필요하다고 인정하는 날"
4707,서울특별시교육청남산도서관,37.5530786,126.981334,"인문사회과학실 평일 09:00 ~ 20:00 토,일 09:00 ~ 17:00, 문학실/자연과학실 평일 09:00 ~ 20:00 토,일 09:00 ~ 17:00(단, 11월-2월에는 평일 09:00 ~ 19:00), 전자정보실/독서치료어학실/연속간행물실 평일 09:00 ~ 18:00 토,일 09:00 ~ 17:00, 일반열람실 평일 07:00 ~ 22:00 토,일 07:00 ~ 22:00(단, 11월-2월에는 평일 08:00 ~ 22:00 토,일 08:00 ~ 22:00)","매월 첫째주, 셋째주 월요일 / 법정공휴일, 도서관 사정으로 휴관하는 일"
4708,서울특별시교육청도봉도서관,37.652815,127.012963,"종합자료실: 평일 09~20시, 주말 09~17시 어린이실, 디지털자료실: 평일 09~18시, 주말 09~17시","매월 둘째주, 넷째주 수요일 / 법정공휴일, 도서관 사정으로 휴관일을 공고한 경우"
4709,서울특별시교육청동대문도서관,37.5735535,127.024779,07:00~22:00(하절기) 08:00~22:00(동절기),"매월 둘째주, 넷째주 수요일 / 일요일을 제외한 법정공휴일, 휴관이 필요하다고 인정하는 날"
4710,서울특별시교육청동작도서관,37.5059908,126.940166,-,"매월 두번째, 네번째 금요일"
4711,서울특별시교육청마포평생학습관,37.5543324,126.924196,"자료실 : 평일 9~18시(문헌정보실은 20시), 주말 9~17시 / 학습실 : 11월~2월은 8시~22시(평일, 주말) 3월~10월은 7시~22시(평일, 주말)","매월 둘째주, 넷째주 월요일 / 법정공휴일, 휴관이 필요하다고 인정하는 날"
4712,서울특별시교육청양천도서관,37.5336544,126.875957,"하절기 07:00~22:00, 동절기 08:00~22:00","매월 첫째주, 셋째주 목요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 임시로 정하는 휴일"
4713,서울특별시교육청서대문도서관,37.5834154,126.940849,평일·주말 07:00 ~ 22:00 (동절기 11월~2월 08:00 ~ 22:00 운영),"매월 첫째주, 셋째주 화요일 / 일요일을 제외한 법정공휴일 / 도서관 사정으로 임시로 정하는 휴일"
