LBRRY_CD,LBRRY_NM,LBRRY_LA,LBRRY_LO,OPNNG_TIME,CLOSEDON_DC
7913,제주 애월도서관,33.4633179,126.3313125,"자료실: 09:00~22:00, 디지털자료실: 09:00~18:00, 열람실: 08:00~22:00 (주말·공휴일 - 자료실:09:00~18:00, 디지털자료실: 09:00~18:00, 열람실: 08:00~22:00)","매주 금요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일"
7914,제주 한경도서관,33.3500434,126.1845632,08:00~22:00,"매주 금요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일"
8100,충청북도교육도서관,36.632765,127.477825,09:00~22:00,"매주 월요일 / 1월 1일, 설날 및 추석 연휴, 일요일을 제외한 관공서의 공휴일(단, 공휴일이 일요일과 중복될 경우 개관함), 공사 등으로 운영이 불가피한 경우"
8101,충청북도교육문화원,36.6828517,127.4799929,09:00~18:00,매주 일요일 / 관공서 공휴일
8102,충청북도중원교육문화원,36.9549462,127.931265,"중원책누리도서관 (3층) 평일 09:00~22:00, 주말 09:00~18:00","매주 월요일 / 1월 1일, 설날 및 추석연휴, 일요일을 제외한 관공서의 공휴일, 공사 등으로 운영이 불가피한 경우"
8103,중원교육도서관,36.97246,127.7862678,09:00 ~ 18:00,"매주 월요일 / 1월 1일, 설날 및 추석연휴, 일요일을 제외한 관공서의 공휴일, 공사 등으로 운영이 불가피한 경우"
8104,제천학생회관,37.1459009,128.2022633,"09:00~18:00(주중, 주말 동일)","매월 첫번재, 세번째 월요일 / 1월 1일, 설날 및 추석연휴, 일요일을 제외한 관공서의 공휴일"
8105,미원교육도서관,36.6372156,127.660374,-,"매주 월요일 / 국가공휴일, 기타 도서관장이 필요하다고 인정하는 날"
8106,보은교육도서관,36.484076,127.7160615,종합자료실: 평일(화~금) 09:00 ~ 21:00 / 주말(토~일) 09:00 ~ 18:00 / 어린이자료실: 09:00~18:00,매주 월요일 / 국가공휴일
8107,옥천교육도서관,36.300914,127.5724097,평일(화~금): 9:00 ~ 21:00 / 주말(토~일): 9:00 ~ 18:00,매주 월요일 / 법정공휴일
8108,영동교육도서관,36.1713844,127.7722622,"평일 09:00~21:00, 주말 09:00~18:00","매주 월요일 / 관공서의 공휴일에 관한 규정 제2조, 제3조에 해당하는 공휴일 및 대체공휴일, 기타 관장이 필요하다고 인정한 날"
8109,진천교육도서관,36.8557046,127.4392093,화~금 09:00-21:00 / 토~일 09:00-18:00,"매주 월요일 / 일요일을 제외한 관공서의 공휴일(단, 공휴일이 일요일과 중복 될 경우 휴관)"
8110,괴산교육도서관,36.8109221,127.7920861,"자료실 09:00~18:00, 열람실 평일 09:00~21:00 주말 09:00~18:00","매월 첫째주, 셋째주 월요일 / 공휴일(공휴일이 일요일과 중복될 경우 휴관)"
8111,증평교육도서관,36.7829406,127.5886432,평일(화~금) 9:00 ~ 21:00 / 주말(토~일) 9:00 ~ 18:00,"매주 월요일 / 국가공휴일, 기타 도서관장이 필요하다고 인정하는 날"
8112,음성교육도서관,36.939997,127.6928173,"평일(화~금): 09:00~21:00, 주말(토~일): 09:00~18:00",매주 월요일 / 법정공휴일
8113,금왕교육도서관,36.9901121,127.5921688,평일(화~금): 9:00 ~ 21:00 / 주말(토~일): 9:00 ~ 18:00,매주 월요일 / 법정공휴일
8114,단양교육도서관,36.9796323,128.356686,평일(화~금) 09:00~21:00 / 주말(토~일) 09:00~18:00,"매주 월요일 / 일요일을 제외한 관공서의 공휴일 (단, 공휴일이 일요일과 중복될 경우 휴관)"
2510,전주시립효자도서관,35.8109943,127.1005948,"일반자료실 : 화~금 9시~22시 &amp; 어린이자료실 : 화~금 9시~20시, 토&middot;일 9시~18시 / 열람실 : 8시~22시","매주 월요일 / 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일(전체 휴관)"
7400,강원특별자치도교육청 원주교육문화관,37.3517321,127.9359125,종합자료실 09:00~18:00 / 어린이자료실 09:00~18:00 / 상상마당 10:00~18:00 / 디지털자료실 09:00~18:00 / 열람실 08:00~23:00,"매주 월요일 / 정부가 정한 휴일(단, 일요일과 공휴일이 겹치는 경우에는 휴관), 관장이 특별히 지정하여 공고하는 날"
7401,강원특별자치도교육청 강릉교육문화관,37.745942,128.9000051,"자료실(09:00~18:00), 열람실(08:00~23:00)","매주 월요일 / 법정공휴일, 임시 휴관일"
7402,강원특별자치도교육청 정선교육도서관,37.3782494,128.6613918,자료실 09:00~18:00 / 열람실 08:00~23:00,"매주 월요일 / 국가 지정 공휴일, 교육도서관장이 필요에 의하여 지정한 날"
7403,강원특별자치도교육청 명주교육도서관,37.8867734,128.8263907,09:00~23:00,"매주 월요일 / 법정공휴일, 기타 관장이 필요하다고 인정하는 날"
7404,강원특별자치도교육청 삼척교육문화관,37.445145,129.1650073,종합&middot;어린이&middot;디지털자료실 09:00~18:00,"매주 월요일 / 관공서공휴일, 특별한 사유 발생시 관장이 지정한 날"
7405,강원특별자치도교육청 춘천교육문화관,37.8757842,127.7241858,08:00-23:00,"매주 월요일 / 법정공휴일, 기타 관장이 임시로 정하는 날"
7406,강원특별자치도교육청속초교육문화관,38.2063896,128.5861305,종합자료실:09:00~18:00 / 어린이자료실:09:00~18:00 / 디지털자료실:09:00~18:00 / 학습실:08:00~23:00,"매주 월요일 / 정부가 정한 휴일(단, 일요일과 공휴일이 겹치는 경우에는 휴관), 관장이 특별히 지정하여 공고하는 날"
7407,강원특별자치도교육청 춘성교육도서관,37.9273184,127.7506508,08:00~23:00,"매주 월요일 / 법정공휴일, 교육도서관 및 기타 사정으로 교육도서관이 정하는 날"
7408,강원특별자치도교육청 문막교육도서관,37.3050229,127.8146418,평일/주말 09:00~18:00,"매주 월요일 / 공휴일, 관장이 지정하는 날"
7409,강원특별자치도교육청 속초교육도서관,38.2026986,128.5804605,08:00~23:00,"매주 일요일 / 법정공휴일, 기타 관장이 필요하다고 인정하는 날"
7410,강원특별자치도교육청 양양교육도서관,38.0758946,128.618285,08:00~23:00,"매주 월요일 / 국경일, 기타 관장이 필요하다고 인정하는 날"
7412,강원특별자치도교육청 태백교육도서관,37.1578745,128.989316,"평일 9:00-18:00, 주말 9:00-18:00","매주 월요일 / 관공서 공휴일, 교육도서관 사정으로 인하여 관장이 필요하다고 인정하는 경우"
7413,강원특별자치도교육청 홍천교육도서관,37.6916857,127.8839978,08:00~23:00,"매주 월요일 / 법정공휴일, 교육도서관 및 기타 사정으로 교육도서관장이 정하는 날"
7414,강원특별자치도교육청 횡성교육도서관,37.4871586,127.9795054,08:00~23:00,"매주 월요일 / 일요일을 제외한 국가 지정공휴일, 관장이 필요하다고 인정하는 날"
7415,강원특별자치도교육청 영월교육도서관,37.1802997,128.4588221,"평일(09:00~18:00), 주말(09:00~18:00)",매주 월요일 / 일요일을 제외한 관공서의 공휴일
7416,강원특별자치도교육청 평창교육도서관,37.3696066,128.3943975,"종합자료실, 디지털자료실 화~일 09:00~18:00","매주 월요일 / 관공서의 공휴일, 기타 관장이 임시로 정하는 날"
7417,강원특별자치도교육청 철원교육도서관,38.2106209,127.2122376,09:00~18:00,"매주 월요일 / 공휴일, 기타 관장이 필요하다고 지정하는 날"
7418,강원특별자치도교육청 화천교육도서관,38.1074923,127.7042923,종합&middot;디지털자료실 화~일 09:00~18:00 / 학습실 08:00~23:00,"매주 월요일 / 관공서의 공휴일(공휴일이 일요일과 겹칠때는 휴관), 교육도서관장이 지정하는 날"
7419,강원특별자치도교육청 양구교육도서관,38.101864,127.9874258,08:00~11:00,매주 월요일 / 국경일
7420,강원특별자치도교육청 인제교육도서관,38.0702268,128.1706713,09:00~18:00,"매주 월요일 / 법정공휴일, 특별한 사유로 관장이 지정하는 날"
7421,강원특별자치도교육청 고성교육도서관,38.4392611,128.4500889,09:00~18:00,"매주 월요일 / 법정공휴일(단, 일요일은 개관하되 다른 공휴일이 일요일과 겹칠때는 휴관), 장서점검, 시설보수 등 도서관장이 필요하다고 인정하는 날"
7422,강원특별자치도교육청 동해교육도서관,37.5384865,129.109787,"평일, 주말 09:00~18:00 (일반열람실 08:00~23:00)","매주 월요일 / 관공서 공휴일, 교육도서관 사정으로 관장이 필요하다고 인정하는 경우"
4921,파주시립탄현도서관,37.8024426,126.7161779,화요일~토요일 9:00~18:00,"매주 월요일, 일요일 / 법정공휴일"
8200,한밭도서관,36.309938,127.4096305,"06:00~23:00(하절기), 07:00~23:00(동절기)","매주 월요일 / 1월1일, 설날, 추석당일(단, 일요일을 제외한 정부지정공휴일에는 3, 4층 열람실만 개방)"
8201,가오도서관,36.3124314,127.4553237,08:00~22:00,"매주 월요일 / 공휴일, 기타 평생학습과장이 필요하다고 인정되는 경우"
8202,용운도서관,36.3257533,127.4636938,08:00~22:00,"매주 월요일 / 공휴일, 기타 원장이 필요하다고 인정되는 경우"
8204,판암도서관,36.3164497,127.4607732,09:00~18:00,"매주 월요일 / 공휴일, 기타 원장이 필요하다고 인정되는 경우"
8205,성남작은도서관,36.3423154,127.429825,09:00~18:00,"매주 토요일, 일요일 / 국경일, 임시공휴일"
8206,무지개도서관,36.3204616,127.4600999,09:00~18:00,"매주 일요일 / 공휴일, 기타 원장이 필요하다고 인정되는 경우"
8207,홍도도서관,36.3490198,127.4257139,09:00~18:00,"매주 토요일, 일요일 / 국가지정 공휴일, 임시 휴관일(동장 필요 시)"
8208,자양도서관,36.3355031,127.4485873,09:00~18:00,"매주 토요일, 일요일 / 국경일, 정부에서 지정하는 공휴일, 임시 휴관일(동장 필요 시)"
8209,갈마도서관,36.3409156,127.3656805,09:00~22:00,"매주 월요일 / 국경일, 정부에서 정한 공휴일, 도서관 사정으로 인한 휴관하는 날"
8210,둔산도서관,36.3600736,127.3931671,09:00~22:00,"매주 월요일 / 국경일, 정부에서 정한 공휴일, 도서관 사정으로 인한 휴관하는 날"
8211,유성도서관 엑스포분관,36.3999653,127.4079098,-,"매주 월요일, 일요일 / 국경일, 정부에서 정한 공휴일, 도서관 사정으로 휴관하는 날"
8212,가수원도서관,36.3019,127.348812,09:00~22:00,"매주 월요일 / 국경일, 정부에서 정한 공휴일, 도서관 사정으로 인한 휴관하는 날"
8213,노은도서관,36.381557,127.3206247,화요일-일요일,"매주 월요일 / 국경일, 정부에서 정한 공휴일, 도서관 사정으로 휴관하는 날"
8214,유성도서관,36.3784791,127.375891,-,"매주 월요일 / 국경일, 정부에서 정한 공휴일, 도서관 사정으로 휴관하는 날"
8215,대전 서구 어린이도서관,36.3050299,127.3684062,"월~목, 토, 일 09:00 ~ 18:00","매주 금요일 / 국경일, 정부에서 지정하는 공휴일"
8216,진잠도서관,36.3031044,127.319778,-,"매주 월요일 / 국경일, 정부에서 정한 공휴일, 도서관 사정으로 휴관하는 날"
8217,구즉도서관,36.4294702,127.3805883,화요일-일요일 08:00~22:00,"매주 월요일 / 국경일, 정부에서 정한 공휴일, 도서관 사정으로 휴관하는 날"
8218,구암도서관,36.3492563,127.3300408,"열람실 : 월~토 8:00~21:00 / 종합자료실 : 화~금 9:00~21:00, 월, 토 9:00~18:00 / 어린이실 : 월~토 9:00~18:00","매주 일요일 / 국경일, 정부에서 정한 공휴일, 도서관 사정으로 휴관하는 날"
8219,신탄진도서관,36.4464999,127.4371944,-,매주 금요일 / 일요일을 제외한 법정공휴일
8220,안산도서관,36.368296,127.4271497,-,매주 월요일 / 일요일을 제외한 법정공휴일
8221,송촌도서관,36.3601292,127.4401556,평일 09:00~22:00 주말 09:00~21:00(어린이실 09:00~18:00),매주 금요일 / 일요일을 제외한 법정공휴일
8222,대전학생교육문화원,36.3294343,127.4102572,"[평일] 어린이자료실/1216 해봄: 09:00 ~ 18:00, 종합자료실: 09:00 ~ 20:00, 책숲: 09:00 ~ 22:00 [주말] 09:00 ~ 18:00",매주 화요일 / 관공서의 공휴일
8223,산성어린이도서관,36.2952803,127.3855744,09:00 ~ 18:00,"매주 화요일 / 관공서의 공휴일, 대전학생교육문화원장이 필요하다고 인정할 때 임시휴관"
6702,여성도서관,37.138874,128.210637,,매주 월요일 및 관공서의 공휴일에 관한 규정이 정하는 공휴일
6703,봉양도서관,37.1322827,128.1245296,,매주 월요일 및 관공서의 공휴일에 관한 규정이 정하는 공휴일
5500,전북도청도서관,35.8207082,127.101491,월~금 09:00 ~ 18:00,"매주 토요일, 일요일 / 국경일, 공휴일"
5300,광진정보도서관,37.5510185,127.1105699,"평일/자료실 09:00~22:00 (어린이실/미디어자료실 ~18:00), 열람실 07:00~22:00, 주말/자료실 09:00~18:00, 열람실 07:00~22:00","매월 둘째주, 넷째주 화요일 / 국경일, 일요일을 제외한 국가지정공휴일, 임시공휴일(단, 일요일과 겹치는 경우 휴관), 장서 점검 및 관장이 필요하다고 인정하는 날"
5301,중곡문화체육센터도서관,37.5677352,127.0825706,"평일 09:00 ~ 22:00, 주말 09:00 ~ 18:00","매월 첫째주, 셋째주 월요일 / 국경일, 일요일을 제외한 국가지정공휴일, 임시공휴일(단, 일요일과 겹치는 경우 휴관)"
5302,자양제4동도서관,37.5340446,127.0640456,동절기(11월~2월): 09:00~19:00 / 하절기(3월~10월): 09:00~20:00 / 주말공통 09:00~18:00,"매월 첫째주, 셋째주 화요일 / 국경일, 일요일을 제외한 국가지정공휴일, 임시공휴일(단, 일요일과 겹치는 경우 휴관)"
5303,구의제3동도서관,37.5380702,127.0896864,동절기(11월~2월): 09:00~19:00 / 하절기(3월~10월): 09:00~20:00 / 주말공통 09:00~18:00,"매월 둘째주, 넷째주 월요일 / 국경일, 일요일을 제외한 국가지정공휴일, 임시공휴일(단, 일요일과 겹치는 경우 휴관), 장서 점검 및 관장이 필요하다고 인정하는 날"
8400,도봉문화정보도서관,37.644055,127.0420503,https://www.unilib.dobong.kr/contents.do?idx=63,https://www.unilib.dobong.kr/contents.do?idx=63
8401,도봉구청 행복작은도서관,37.6686287,127.0470496,-,"매주 토요일, 일요일 / 법정공휴일"
8402,도봉1동 공립 작은도서관,37.6786704,127.0433569,-,"매주 토요일, 일요일 / 법정공휴일"
8403,도봉2동 공립 작은도서관,37.6696229,127.0465415,-,"매주 토요일, 일요일 / 법정공휴일"
8404,방학1동 공립 작은도서관,37.6641869,127.0406367,-,"매주 토요일, 일요일 / 법정공휴일"
8405,방학2동 공립 작은도서관,37.668177,127.0350425,-,"매주 토요일, 일요일 / 법정공휴일"
8406,방학3동 공립 작은도서관,37.659887,127.023815,-,"매주 월요일, 일요일 / 법정공휴일"
8407,쌍문1동 공립 작은도서관,37.6479992,127.0260364,-,"매주 토요일, 일요일 / 법정공휴일"
8408,쌍문2동 공립 작은도서관,37.6580211,127.0387508,-,"매주 토요일, 일요일 / 법정공휴일"
8409,쌍문3동 공립 작은도서관,37.6489437,127.0279086,-,"매주 토요일, 일요일 / 법정공휴일"
8410,쌍문4동 공립 작은도서관,37.6564188,127.0283688,-,"매주 토요일, 일요일 / 법정공휴일"
8411,창1동 공립 작은도서관,37.6483328,127.0437847,-,"매주 토요일, 일요일 / 법정공휴일"
8412,창2동 공립 작은도서관,37.6413898,127.0356396,-,"매주 토요일, 일요일 / 법정공휴일"
8413,창3동 공립 작은도서관,37.6381103,127.0428666,-,"매주 토요일, 일요일 / 법정공휴일"
8414,창4동 공립 작은도서관,37.6523,127.051532,-,"매주 토요일, 일요일 / 법정공휴일"
8415,창5동 공립 작은도서관,37.6562098,127.0434809,-,"매주 토요일, 일요일 / 법정공휴일"
8416,북서울중학교,37.6813005,127.0430239,-,-
8418,도봉아이나라도서관,37.6590072,127.0494699,"월,수,목,금 09:00~20:00 / 토,일 09:00~17:00","매주 화요일 / 일요일을 제외한 관공서 공휴일, 기타 도서관장이 정하는 날"
8419,방학동육아종합지원센터,37.6632313,127.0303315,-,-
8420,도봉구립학마을도서관,37.662109,127.027821,"평일 09:00~18:00(유아어린이자료실), 09:00~22:00(자유열람실, 러닝커먼스, 종합자료실) / 주말 09:00~17:00(유아어린이자료실, 러닝커먼스, 종합자료실), 09:00~20:00(자유열람실) / 1·3·5주 월요일 09:00~18:00(자유열람실만 운영 / 단, 공휴일과 겹치는 경우 휴관) / ※도서관 운영시간은 상황에 따라 변경될 수 있으며, 도봉구통합도서관 홈페이지 참고","매주 월요일 / 일요일을 제외한 법정공휴일(단, 일요일과 겹치는 경우 휴관) / 기타 도서관장이 정하는 날"
8421,창동육아종합지원센터,37.6335062,127.0411015,-,-
8422,도봉구립무수골도서관,37.6829589,127.0428608,"월~금 10:00-19:00, 토 09:00-17:00","매주 일요일 / 법정공휴일 및 정부 지정 임시공휴일, 기타 도서관장이 정하는 날"
8424,도봉기적의도서관,37.6676581,127.049132,평일 09:00 ~ 20:00 / 주말 09:00 ~ 17:00,"매주 화요일 / 법정공휴일, 기타 도서관장이 정하는 날"
8425,지혜의등대 작은도서관,37.6540005,127.0386044,-,매주 일요일 / 법정공휴일
8426,둘리도서관,37.6538444,127.0227892,10:00 ~ 17:30,"매주 월요일 / 법정 공휴일, 기타 도서관장이 정하는 날"
8300,성동구립도서관,37.559208,127.03496,화~일 9:00~22:00,매주 월요일 / 공휴일
8301,성동구립 무지개도서관,37.563394,127.03674,"09:00~21:00(단, 월요일은 09:00~18:00 도서 열람만 가능하며 도서 대출 및 디지털존 이용 불가)","매주 월요일 / 법정공휴일, 임시공휴일"
8302,성동구립 금호도서관,37.554169,127.02488,-,"매주 월요일 / 정부가 지정한 공휴일, 장서 및 시설 점검 등 관장이 필요하다고 인정하는 날"
8303,성동구립 용답도서관,37.566922,127.05129,"화~금 07:00~22:00 - (어린이.유아열람실,문헌정보실 09:00~20:00 , 디지털정보실,어르신.장애인열람실 09:00~18:00) / 토~일 09:00~20:00 - (어린이.유아열람실,문헌정보실 09:00~20:00 , 디지털정보실,어르신.장애인열람실 09:00~18:00)","매주 월요일 / 정부가 지정한 공휴일, 장서 및 시설 점검 등 관장이 필요하다고 인정하는 날"
8304,성동구립 성수도서관,37.545305,127.04703,"디지털정보실: 평일 및 주말 09:00~18:00 / 어린이열람실, 유아열람실: 평일 및 주말 09:00~20:00 / 문헌정보실: 평일 및 주말 09:00~20:00 / 일반열람실: 평일 08:00~22:00, 주말 09:00~20:00, 휴관일 09:00~18:00","매주 월요일 / 국가공휴일, 임시공휴일(장서 및 시설 점검 등 관장이 필요하다고 인정하는 날)"
8305,성동구립 청계도서관,37.567838,127.02552,평일/주말 09:00~20:00 (디지털정보실 09:00~18:00),"매주 월요일 / 국가공휴일, 임시공휴일(장서 및 시설 점검 등 관장이 필요하다고 인정하는 날)"
8501,불암동작은도서관,35.222348,128.926009,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8502,분성IPARK작은도서관,35.266828,128.868101,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8503,대동푸른뜰작은도서관,35.236135,128.993895,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8504,U보라작은도서관,35.223558,128.874226,-,"매주 일요일 / 법정공휴일, 임시공휴일"
8505,칠암도서관,35.244641,128.910439,"어린이실, 디지털자료실 : 월~일(09:00~18:00) / 인문학실, 사회자연과학실 : 월~금(09:00~22:00), 토~일(09:00~18:00)",매월 마지막주 월요일 / 법정공휴일(임시공휴일 포함)
8506,책고래작은도서관,35.193875,128.810209,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8507,대동한마음작은도서관,35.232696,128.865009,화~토 09:00~18:00 / 점심시간 : 12:00~13:00,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8508,떡갈나무숲작은도서관,35.168306,128.817546,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8509,김해글로벗도서관,35.234074,128.881242,-,"매주 금요일, 토요일 / 법정공휴일"
8510,대포천작은도서관,35.30723,128.930649,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8511,뜨란채작은도서관,35.233109,128.860607,-,"매주 월요일 / 법정공휴일, 임시공휴일"
8512,덕산작은도서관,35.232338,128.867496,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8513,이안나누리작은도서관,35.27375,128.867792,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8514,글혜윰작은도서관,35.310179,128.730168,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8515,한신책사랑작은도서관,35.231371,128.85225,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8516,활천행복작은도서관,35.229053,128.899879,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8517,화정글샘도서관,35.26224,128.866382,평일(월~금) 09:00 - 22:00 / 주말(토~일) 09:00 - 18:00,매월 마지막 월요일 / 법정 공휴일(임시공휴일 포함)
8518,한국작은도서관,35.230341,128.86376,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8519,하늘빛작은도서관,35.253942,128.869623,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8520,일동한신꿈나무작은도서관,35.231751,128.84809,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8521,주촌디딤돌작은도서관,35.238248,128.830825,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8522,장유대우작은도서관,35.176558,128.791376,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8523,진영한빛도서관,35.304562,128.736912,"어린이자료실 : 월~금(09:00~21:00), 토~일(09:00~18:00) / 디지털자료실 : 월~일(09:00~18:00) / 종합자료실 : 월~금(09:00~22:00), 토~일(09:00~18:00)",매월 마지막 월요일 / 법정공휴일(임시공휴일 포함)
8524,젤미작은도서관,35.196245,128.797396,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8525,진례작은도서관,35.249028,128.750676,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8526,중흥샘이깊은작은도서관,35.308763,128.732954,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8527,장유도서관,35.191583,128.79696,"평일 09:00~22:00, 주말 09:00~18:00",매월 두번째 월요일 / 법정 공휴일
8528,김해기적의도서관,35.175871,128.810384,09:00 ~ 18:00,매월 세번째 월요일 / 법정공휴일(임시공휴일 포함)
8529,김해청소년문화의집,35.242247,128.87837,-,"매주 월요일 / 법정공휴일, 임시공휴일"
8530,캐슬작은도서관,35.242284,128.884509,-,"매주 월요일 / 법정공휴일, 임시공휴일"
8531,내외작은도서관,35.237567,128.857848,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8532,팔판작은도서관,35.179286,128.792246,-,"매주 일요일 / 법정공휴일, 임시공휴일"
8533,리첼작은도서관,35.176391,128.804088,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8534,석봉마을작은도서관,35.202238,128.813129,-,"매주 일요일 / 법정공휴일, 임시공휴일"
8535,생각이크는작은도서관,35.310164,128.728697,-,"매주 수요일, 일요일 / 법정공휴일, 임시공휴일"
8536,한림미래작은도서관,35.338277,128.785936,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8537,삼계푸르지오작은도서관,35.271318,128.862157,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8538,소리작은도서관,35.235203,128.8821,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8539,삼계로얄작은도서관,35.269517,128.865363,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8540,율하e편한작은도서관,35.171072,128.82092,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
8541,우리작은도서관,35.191327,128.808435,-,"매주 월요일, 일요일(방학기간 월요일 정상운영) / 법정공휴일, 임시공휴일"
8542,월산주공작은도서관,35.203889,128.802051,-,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일"
1309,인천 서구 검암도서관,37.5660754,126.6831116,"(평일) 꿈터/자람터 09:00~20:00, 열림터/정보나눔터 09:00~22:00, 자유열람실 06:00~22:00 (주말) 꿈터/자람터 09:00~18:00, 열림터/정보나눔터 09:00~18:00, 자유열람실 06:00~22:00","매주 월요일 / 법정공휴일, 구청장 승인을 득한 경우"
9000,송파글마루도서관,37.480889,127.130358,"어린이실, 디지털아트리움 : 09:00 ~ 18:00 / 지혜마루, 지식마루자료실 : 평일- 09:00 ~ 22:00, 주말- 09:00 ~ 20:00","매주 월요일 / 법정공휴일(일요일 제외), 기타 도서관 사정에 의해 관장이 정한 날"
9001,송파어린이도서관,37.5120643,127.0824157,오전 9시 ~ 오후 6시,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날"
9002,거마도서관,37.4935096,127.1468394,"평일 9:00 ~ 22:00 / 주말 9:00 ~ 20:00 / 어린이자료실: 9:00 ~ 18:00 (평일, 주말)","매주 월요일 / 법정공휴일(일요일 제외), 기타 도서관 사정에 의해 관장이 정한 날"
9003,소나무언덕잠실본동도서관,37.502967,127.077418,1월~12월: 09:00 ~ 18:00,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날"
9004,송파어린이영어작은도서관,37.5217861,127.1010378,오전 9시 ~ 오후 6시,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날"
9005,돌마리도서관,37.5035159,127.1036498,평일-09:00~22:00 / 주말-09:00~18:00,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날"
9006,가락몰도서관,37.492994,127.112326,09:00 ~ 18:00,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날"
9008,소나무언덕1호작은도서관,37.5272233,127.1177482,09:00~20:00,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날"
9009,소나무언덕2호작은도서관,37.5072203,127.0942233,-,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날"
9010,소나무언덕3호작은도서관,37.4923005,127.1566327,9:00~22:00,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날"
9011,소나무언덕4호작은도서관,37.502185,127.116847,09:00~20:00,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날"
9200,금산인삼고을도서관,36.1112746,127.4912762,평일: 09:00 ~22:00 토요일: 09:00 ~18:00,매주 일요일
9201,진산도서관,36.1438886,127.3698109,-,매주 일요일
9205,금산작은도서관,36.0975478,127.4916323,-,매주 일요일 / 법정공휴일
9208,추부도서관,36.1909288,127.4700975,-,매주 일요일
9209,금산기적의도서관,36.1109996,127.4906171,-,매주 일요일
9300,울산남부도서관,35.535816,129.2951888,-,"매주 월요일 / 국가지정공휴일, 특별한 사유로 공고한 날"
9400,울산 북구 중앙도서관,35.5842174,129.3679182,자료실(평일9:00~20:00/주말9:00~18:00) 열람실(평일9:00~22:00/주말9:00~18:00) 멀티미디어실(9:00~18:00),"매주 월요일 / 법정공휴일, 장서점검 및 보수 공사 등 부득이한 사유로 인하여 북구청장이 필요하다고 인정하는 경우"
9401,울산 북구 기적의도서관,35.6622063,129.3364797,"화~금 09:00~20:00, 토~일 09:00~18:00","매주 월요일 / 법정공휴일, 장서점검 및 보수 공사 등 부득이한 사유로 인하여 북구청장이 필요하다고 인정하는 경우"
9403,울산 북구 농소1동도서관,35.6291873,129.3545038,9:00 ~ 22:00,"매주 월요일 / 법정공휴일, 장서점검 및 보수 공사 등 부득이한 사유로 인하여 북구청장이 필요하다고 인정하는 경우"
9402,울산 북구 농소3동도서관,35.6330929,129.3355864,자료실(평일 9:00~20:00/주말 9:00~18:00) 열람실(평일 9:00~22:00/주말 9:00~18:00),"매주 월요일 / 법정공휴일, 장서점검 및 보수 공사 등 부득이한 사유로 인하여 북구청장이 필요하다고 인정하는 경우"
